Shape,Cut,Color,Clarity,Carat Weight,Length/Width Ratio,Depth %,Table %,Polish,Symmetry,Girdle,Culet,Length,Width,Height,Price,Type,Fluorescence
Heart,,E,VS1,1.01,1.18,60.9,57.0,Excellent,Excellent,Slightly Thick to Very Thick,,5.79,6.83,4.16,4490,GIA,
Princess,Ideal,G,VVS2,1.01,1.0,72.0,73.0,Excellent,Excellent,Medium,,5.57,5.56,4.0,3350,GIA,Faint
Marquise,,E,VVS2,1.02,1.99,61.7,58.0,Excellent,Excellent,Thin to Medium,Pointed,10.53,5.3,3.27,1220,IGI Lab-Grown,
Oval,,D,VS2,1.0,1.31,62.7,60.0,Excellent,Excellent,Slightly Thick to Very Thick,,7.52,5.72,3.58,5210,GIA,
Radiant,,G,VS2,1.01,1.26,68.0,63.0,Excellent,Excellent,Slightly Thick to Thick,,6.38,5.06,3.44,3830,GIA,Faint
Round,Excellent,H,VS2,1.0,1.01,61.1,62.0,Excellent,Excellent,Medium to Slightly Thick,,6.37,6.41,3.9,3970,GIA,
Cushion,Ideal,D,IF,1.54,1.02,66.2,62.0,Excellent,Excellent,Slightly Thick to Thick,Pointed,6.77,6.62,4.38,4750,IGI Lab-Grown,
Radiant,,E,VVS2,1.01,1.25,67.1,66.0,Excellent,Excellent,Thin,Pointed,6.6,5.26,3.53,1170,IGI Lab-Grown,
Radiant,,D,VVS2,1.02,1.29,64.5,72.0,Excellent,Very Good,Slightly Thick to Thick,,6.63,5.15,3.32,4980,GIA,
Marquise,,D,IF,2.06,1.99,57.6,58.0,Excellent,Excellent,Medium to Thick,,13.6,6.82,3.93,39180,GIA,
Radiant,,H,VS1,1.02,1.5,66.9,70.0,Very Good,Very Good,Slightly Thick to Thick,,7.29,4.86,3.25,3250,GIA,
Princess,Ideal,E,VS2,1.02,1.01,71.4,69.0,Excellent,Very Good,Thick,,5.53,5.49,3.92,3530,GIA,
Pear,,H,VS2,1.01,1.66,63.2,58.0,Excellent,Excellent,Slightly Thick to Thick,,9.04,5.46,3.45,3930,GIA,
Oval,,E,VS1,1.05,1.45,62.7,61.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,8.28,5.71,3.58,1030,IGI Lab-Grown,
Heart,,E,VVS2,1.6,1.08,61.6,58.0,Excellent,Excellent,Medium to Thick,Pointed,7.31,7.9,4.87,2560,IGI Lab-Grown,
Oval,,F,VS2,1.0,1.36,63.0,62.0,Excellent,Very Good,Thick to Very Thick,,7.6,5.6,3.53,4120,GIA,
Marquise,,D,VS1,1.09,2.01,61.7,58.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,10.86,5.41,3.34,1190,IGI Lab-Grown,
Marquise,,E,IF,1.23,2.24,61.6,63.0,Excellent,Excellent,Slightly Thick to Very Thick,,12.04,5.37,3.31,9280,GIA,
Oval,,E,VS1,1.04,1.42,62.4,59.0,Excellent,Excellent,Thin to Medium,Pointed,8.18,5.77,3.6,1020,IGI Lab-Grown,
Heart,,D,VS1,1.2,1.19,59.1,63.0,Excellent,Very Good,Medium to Extremely Thick,,6.09,7.25,4.29,7610,GIA,
Marquise,,H,VVS2,1.1,1.85,62.8,61.0,Excellent,Excellent,Thick,,10.09,5.46,3.43,5530,GIA,Faint
Marquise,,E,VS2,1.5,1.98,63.4,60.0,Excellent,Excellent,Thin to Thick,,11.76,5.94,3.76,13230,GIA,Faint
Pear,,H,VS1,1.02,1.69,58.4,58.0,Excellent,Excellent,Slightly Thick to Very Thick,,9.54,5.64,3.29,4030,GIA,Faint
Heart,,G,VS2,1.02,1.15,62.3,60.0,Excellent,Very Good,Slightly Thick to Very Thick,,5.97,6.84,4.26,3720,GIA,
Cushion,Ideal,F,VS1,1.51,1.0,67.3,63.0,Excellent,Excellent,Thin to Slightly Thick,Pointed,6.72,6.72,4.52,2510,IGI Lab-Grown,
Heart,,D,VS1,1.59,1.15,55.4,57.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,7.2,8.26,4.58,2230,IGI Lab-Grown,
Heart,,D,VS1,2.9,1.14,55.2,60.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,8.82,10.03,5.54,5250,IGI Lab-Grown,
Oval,,D,VS2,1.0,1.4,61.9,63.0,Very Good,Very Good,Slightly Thick to Very Thick,,7.84,5.6,3.47,4560,GIA,
Heart,,D,VS2,1.0,1.17,58.9,59.0,Excellent,Excellent,Medium to Thick,,6.12,7.13,4.19,3800,GIA,Strong
Round,Excellent,H,VS2,1.0,1.01,60.7,60.0,Excellent,Excellent,Medium to Slightly Thick,,6.39,6.43,3.9,4040,GIA,
Princess,Ideal,E,VVS2,1.02,1.01,71.2,69.0,Excellent,Excellent,Thin,Pointed,5.52,5.49,3.91,1190,IGI Lab-Grown,
Marquise,,F,VS1,1.01,1.85,63.1,56.0,Excellent,Very Good,Thick to Very Thick,,9.69,5.24,3.31,1840,GIA,
Oval,,E,VS1,1.06,1.45,63.2,59.0,Excellent,Excellent,Medium to Thick,Pointed,8.27,5.7,3.6,1030,IGI Lab-Grown,
Princess,Ideal,G,VS1,1.0,1.02,69.9,74.0,Excellent,Very Good,Medium to Slightly Thick,,5.7,5.58,3.9,2840,GIA,
Marquise,,D,VS1,1.07,1.99,63.0,58.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,10.65,5.35,3.37,1170,IGI Lab-Grown,
Marquise,,D,VVS1,1.03,1.98,61.2,59.0,Excellent,Excellent,Slightly Thick to Very Thick,,10.5,5.3,3.25,5780,GIA,Medium
Heart,,E,VS1,1.52,1.14,56.3,58.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,7.18,8.19,4.61,1950,IGI Lab-Grown,
Oval,,H,VS1,1.0,1.31,63.8,63.0,Excellent,Excellent,Slightly Thick to Very Thick,,7.44,5.66,3.61,3500,GIA,Medium
Round,Excellent,H,VS1,1.01,1.01,62.8,58.0,Excellent,Excellent,Medium to Slightly Thick,,6.34,6.4,4.0,4080,GIA,
Princess,Ideal,F,VS1,1.01,1.0,71.9,71.0,Excellent,Very Good,Slightly Thick to Thick,,5.58,5.57,4.01,3570,GIA,Faint
Marquise,,E,VVS2,1.52,1.9,59.3,58.0,Excellent,Excellent,Medium to Very Thick,,11.48,6.04,3.58,14520,GIA,Faint
Marquise,,E,VVS2,1.01,1.92,58.4,62.0,Excellent,Very Good,Slightly Thick to Very Thick,,10.39,5.4,3.15,7870,GIA,Faint
Round,Very Good,G,VS2,1.0,1.01,63.1,56.0,Very Good,Very Good,Slightly Thick to Thick,,6.3,6.36,3.99,3800,GIA,
Pear,,E,VS1,1.06,1.6,61.2,58.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,9.21,5.75,3.52,1070,IGI Lab-Grown,
Princess,Ideal,H,VS1,1.21,1.02,73.7,75.0,Excellent,Excellent,Thick to Very Thick,,5.89,5.77,4.26,3840,GIA,
Pear,,F,VS1,1.04,1.63,62.6,58.0,Excellent,Excellent,Thin to Slightly Thick,Pointed,9.12,5.61,3.51,1040,IGI Lab-Grown,
Radiant,,D,VS1,1.0,1.48,69.6,67.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,7.15,4.84,3.37,1070,IGI Lab-Grown,
Round,Excellent,H,VS2,1.01,1.0,59.7,59.0,Excellent,Excellent,Medium to Slightly Thick,,6.5,6.53,3.89,4030,GIA,
Princess,Ideal,E,VVS2,1.0,1.01,70.4,71.0,Excellent,Excellent,Medium,Pointed,5.44,5.4,3.8,1160,IGI Lab-Grown,
Pear,,F,VS1,1.02,1.6,63.8,56.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,8.85,5.53,3.53,1020,IGI Lab-Grown,
Round,Very Good,H,VS2,1.0,1.01,63.4,58.0,Excellent,Very Good,Slightly Thick to Thick,,6.21,6.26,3.96,3350,GIA,
Princess,Very Good,G,VS2,1.2,1.0,67.8,76.0,Very Good,Very Good,Slightly Thick to Thick,,6.07,6.06,4.1,3800,GIA,
Marquise,,D,VS1,1.08,1.93,61.9,61.0,Excellent,Excellent,Thin to Medium,Pointed,10.56,5.48,3.39,1180,IGI Lab-Grown,
Marquise,,G,VVS2,1.51,1.95,57.1,63.0,Excellent,Excellent,Medium to Slightly Thick,,11.89,6.09,3.48,15670,GIA,
Heart,,E,VS1,1.0,1.18,56.3,63.0,Excellent,Very Good,Slightly Thick to Thick,,6.06,7.15,4.03,4850,GIA,
Round,Excellent,H,VVS2,1.0,1.01,60.5,60.0,Excellent,Very Good,Medium to Slightly Thick,,6.41,6.45,3.89,4000,GIA,Faint
Pear,,F,VS2,1.01,1.57,63.2,62.0,Excellent,Very Good,Slightly Thick to Very Thick,,8.74,5.55,3.51,3600,GIA,
Pear,,E,VS1,1.07,1.63,64.3,60.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,9.02,5.55,3.57,1080,IGI Lab-Grown,
Marquise,,D,VS1,1.02,2.03,61.0,60.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,10.64,5.23,3.19,1110,IGI Lab-Grown,
Radiant,,F,VVS2,1.01,1.35,66.7,67.0,Excellent,Excellent,Slightly Thick to Thick,,6.82,5.05,3.37,4620,GIA,
Oval,,E,VS1,1.07,1.41,63.0,60.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,8.18,5.79,3.65,1040,IGI Lab-Grown,
Oval,,E,VS2,1.01,1.39,63.7,61.0,Very Good,Excellent,Medium to Very Thick,,7.79,5.62,3.58,4230,GIA,Faint
Princess,Very Good,G,VS2,1.06,1.01,72.9,69.0,Very Good,Good,Thick to Very Thick,,5.66,5.6,4.08,3360,GIA,
Marquise,,D,VVS2,1.06,1.93,63.0,57.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,10.31,5.35,3.37,1460,IGI Lab-Grown,
Oval,,F,VS1,1.04,1.44,61.9,59.0,Excellent,Excellent,Thin to Medium,Pointed,8.19,5.7,3.53,1040,IGI Lab-Grown,
Princess,Ideal,H,VS1,1.01,1.03,73.1,68.0,Excellent,Very Good,Slightly Thick to Thick,,5.39,5.22,3.81,2980,GIA,
Marquise,,E,VS1,1.08,1.94,63.6,56.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,10.39,5.35,3.4,1090,IGI Lab-Grown,
Heart,,D,VS2,1.0,1.19,60.2,56.0,Excellent,Very Good,Slightly Thick to Very Thick,,5.92,7.03,4.23,4290,GIA,
Princess,Ideal,H,VS1,1.01,1.0,74.3,73.0,Excellent,Very Good,Thick to Very Thick,,5.41,5.4,4.01,3470,GIA,Strong
Princess,Ideal,E,VVS2,1.05,1.01,73.4,67.0,Excellent,Excellent,Medium,Pointed,5.57,5.49,4.03,1210,IGI Lab-Grown,
Pear,,D,VS1,1.0,1.6,61.5,56.0,Very Good,Excellent,Medium to Slightly Thick,Pointed,8.79,5.51,3.39,1040,IGI Lab-Grown,
Marquise,,H,VS2,1.0,2.22,63.3,64.0,Excellent,Excellent,Slightly Thick to Thick,,10.96,4.93,3.12,4190,GIA,
Princess,Ideal,E,VS2,1.01,1.03,67.1,74.0,Very Good,Very Good,Thin to Medium,,5.83,5.65,3.79,3280,GIA,
Heart,,D,VVS1,1.25,1.13,57.6,58.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,6.67,7.55,4.35,2480,IGI Lab-Grown,
Marquise,,F,VS2,1.0,2.09,58.6,60.0,Excellent,Very Good,Medium to Thick,,10.75,5.14,3.02,4940,GIA,
Marquise,,E,VS1,1.08,2.01,61.6,59.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,10.84,5.39,3.32,1090,IGI Lab-Grown,
Oval,,D,VS1,1.0,1.42,62.3,60.0,Excellent,Excellent,Medium to Thick,Pointed,7.97,5.62,3.5,1060,IGI Lab-Grown,
Emerald,,H,VS2,1.0,1.39,67.6,69.0,Excellent,Very Good,Slightly Thick,,6.58,4.74,3.21,2820,GIA,
Round,Very Good,G,VS2,1.0,1.01,62.9,58.0,Excellent,Very Good,Slightly Thick to Thick,,6.23,6.3,3.94,4070,GIA,
Pear,,F,VS1,1.07,1.57,63.9,60.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,8.82,5.62,3.59,1060,IGI Lab-Grown,
Round,Very Good,H,VVS2,1.02,1.01,64.7,57.0,Excellent,Excellent,Slightly Thick to Thick,,6.24,6.3,4.06,3540,GIA,Medium
Princess,Ideal,G,VS1,1.01,1.01,66.0,74.0,Excellent,Very Good,Thin to Slightly Thick,,5.7,5.65,3.73,2980,GIA,
Marquise,,D,VS1,1.28,1.99,61.4,61.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,11.4,5.73,3.52,1380,IGI Lab-Grown,
Heart,,G,IF,1.02,1.16,60.5,57.0,Excellent,Excellent,Thick to Very Thick,,6.01,6.96,4.21,6080,GIA,
Marquise,,D,VS2,1.01,1.94,63.9,57.0,Excellent,Very Good,Slightly Thick to Very Thick,,9.93,5.13,3.28,4900,GIA,Medium
Oval,,D,VS1,1.02,1.46,61.3,59.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,8.37,5.73,3.51,1080,IGI Lab-Grown,
Marquise,,E,VVS2,1.01,1.95,63.4,57.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,10.22,5.25,3.33,1190,IGI Lab-Grown,
Pear,,E,VS1,1.06,1.61,63.9,59.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,8.95,5.57,3.56,1070,IGI Lab-Grown,
Princess,Ideal,H,VVS2,1.18,1.04,72.0,74.0,Excellent,Excellent,Slightly Thick,,6.04,5.82,4.19,4250,GIA,
Marquise,,D,VVS1,1.51,2.03,65.3,57.0,Excellent,Very Good,Slightly Thick to Thick,,11.64,5.74,3.75,19730,GIA,
Round,Very Good,G,VS2,1.0,1.01,64.9,56.0,Excellent,Very Good,Slightly Thick to Thick,,6.18,6.25,4.04,3910,GIA,
Marquise,,E,VS1,1.5,1.85,63.3,60.0,Excellent,Excellent,Slightly Thick to Thick,,11.15,6.02,3.81,15670,GIA,
Marquise,,E,VS1,1.11,2.02,63.3,62.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,10.77,5.34,3.38,1110,IGI Lab-Grown,
Radiant,,D,VS2,1.01,1.29,68.0,67.0,Excellent,Excellent,Slightly Thick to Thick,,6.38,4.96,3.37,4170,GIA,
Oval,,E,VS1,1.07,1.45,63.3,56.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,8.36,5.77,3.65,1040,IGI Lab-Grown,
Radiant,,F,VS1,1.14,1.43,68.0,67.0,Excellent,Excellent,Medium,Pointed,7.37,5.16,3.51,1170,IGI Lab-Grown,
Heart,,H,VVS2,1.1,1.15,57.2,56.0,Excellent,Very Good,Slightly Thick to Very Thick,,6.22,7.14,4.08,6440,GIA,
Radiant,,F,VS1,1.08,1.48,68.4,64.0,Excellent,Excellent,Medium,Pointed,7.4,5.0,3.42,1110,IGI Lab-Grown,
Emerald,,H,VS1,1.0,1.32,72.5,62.0,Very Good,Very Good,Slightly Thick to Extremely Thick,,6.21,4.69,3.4,2540,GIA,
Radiant,,E,VVS2,1.1,1.45,68.3,64.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,7.32,5.04,3.44,1250,IGI Lab-Grown,
Marquise,,D,VS2,1.36,1.93,65.5,56.0,Excellent,Very Good,Thick to Very Thick,,10.85,5.62,3.68,1250,GIA,
Radiant,,H,VVS2,1.14,1.08,69.4,67.0,Excellent,Very Good,Slightly Thick to Thick,,6.04,5.57,3.86,4150,GIA,
Cushion Modified,Very Good,H,VS2,1.03,1.09,67.7,60.0,Excellent,Excellent,Slightly Thick to Very Thick,,6.12,5.64,3.82,2460,GIA,
Cushion,Ideal,E,VS1,2.04,1.01,67.8,61.0,Excellent,Excellent,Medium,Pointed,7.34,7.3,4.95,4290,IGI Lab-Grown,
Pear,,E,VS1,1.01,1.49,58.4,55.0,Excellent,Excellent,Slightly Thick to Thick,,8.39,5.62,3.28,4050,GIA,Medium
Radiant,,G,VS1,1.01,1.14,71.0,74.0,Good,Good,Thick to Very Thick,,6.04,5.29,3.76,2760,GIA,
Princess,Ideal,G,VS2,1.01,1.03,73.3,66.0,Excellent,Very Good,Medium to Slightly Thick,,5.46,5.3,3.88,2880,GIA,
Princess,Ideal,E,VVS2,1.01,1.01,69.0,66.0,Excellent,Excellent,Medium,Pointed,5.54,5.51,3.8,1180,IGI Lab-Grown,
Round,Excellent,G,VS1,1.0,1.01,63.1,56.0,Excellent,Very Good,Medium to Slightly Thick,,6.31,6.35,3.99,3890,GIA,Strong
Heart,,D,VS1,1.56,1.11,55.4,62.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,7.38,8.18,4.53,2180,IGI Lab-Grown,
Oval,,H,VVS2,1.01,1.41,68.8,61.0,Excellent,Very Good,Very Thick to Extremely Thick,,7.55,5.35,3.68,3200,GIA,
Marquise,,D,VS1,1.02,2.05,64.0,58.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,10.68,5.22,3.34,1110,IGI Lab-Grown,
Oval,,D,VS1,1.01,1.44,63.0,59.0,Excellent,Excellent,Slightly Thick,Pointed,8.09,5.62,3.54,1080,IGI Lab-Grown,
Princess,Ideal,E,VVS2,1.05,1.02,71.9,68.0,Excellent,Excellent,Medium,Pointed,5.58,5.45,3.92,1210,IGI Lab-Grown,
Heart,,F,VS1,1.59,1.14,54.6,60.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,7.3,8.31,4.54,1940,IGI Lab-Grown,
Heart,,E,VVS2,1.03,1.05,58.3,58.0,Very Good,Good,Medium to Very Thick,,6.43,6.78,3.96,7690,GIA,
Oval,,E,VS1,1.08,1.47,61.9,62.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,8.47,5.78,3.58,1050,IGI Lab-Grown,
Marquise,,D,VS1,1.08,2.03,62.1,62.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,10.76,5.3,3.29,1180,IGI Lab-Grown,
Radiant,,D,VS2,1.02,1.1,74.1,65.0,Excellent,Excellent,Thick to Very Thick,,5.71,5.18,3.84,3790,GIA,
Oval,,D,VS1,1.01,1.67,64.3,56.0,Excellent,Very Good,Very Thick to Extremely Thick,,7.91,4.73,3.04,4000,GIA,Strong
Emerald,,H,VS1,1.0,1.3,72.5,65.0,Excellent,Excellent,Very Thick to Extremely Thick,,6.14,4.72,3.43,2410,GIA,
Marquise,,G,VS1,1.01,1.89,63.8,59.0,Excellent,Very Good,Slightly Thick to Very Thick,,9.88,5.24,3.35,5350,GIA,
Marquise,,H,IF,1.0,1.8,63.5,65.0,Excellent,Excellent,Slightly Thick to Very Thick,,9.54,5.3,3.37,6380,GIA,
Pear,,F,VS1,1.1,1.67,62.5,59.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,9.44,5.66,3.54,1080,IGI Lab-Grown,
Heart,,D,VS1,5.06,1.07,56.1,62.0,Excellent,Excellent,Medium to Thick,Pointed,11.1,11.89,6.67,14680,IGI Lab-Grown,
Pear,,E,VVS2,1.0,1.49,64.8,54.0,Excellent,Very Good,Medium to Thick,,8.31,5.57,3.61,5090,GIA,
Heart,,E,VS2,1.02,1.19,52.4,63.0,Very Good,Good,Very Thin to Very Thick,,6.1,7.28,3.82,4650,GIA,
Heart,,G,VS1,1.01,1.12,59.8,55.0,Excellent,Excellent,Slightly Thick to Very Thick,,6.04,6.76,4.05,3800,GIA,
Round,Excellent,H,VVS1,1.03,1.0,60.5,58.0,Excellent,Excellent,Medium to Slightly Thick,,6.51,6.53,3.94,4100,GIA,Medium
Heart,,G,VS1,1.03,1.1,55.3,59.0,Excellent,Excellent,Medium to Thick,,6.47,7.1,3.93,4270,GIA,Faint
Cushion Modified,Ideal,H,IF,1.01,1.0,68.7,64.0,Excellent,Very Good,Slightly Thick to Very Thick,,5.56,5.55,3.82,2370,GIA,Medium
Round,Ideal,D,VS1,1.57,1.01,61.5,57.0,Excellent,Excellent,Medium,Pointed,7.45,7.49,4.6,1840,IGI Lab-Grown,
Round,Excellent,H,VS1,1.01,1.01,62.6,57.0,Excellent,Excellent,Medium to Slightly Thick,,6.37,6.41,4.0,4020,GIA,Faint
Princess,Ideal,F,VVS2,1.01,1.04,73.7,72.0,Excellent,Very Good,Thick to Very Thick,,5.48,5.26,3.87,3890,GIA,
Radiant,,H,VS2,1.03,1.12,70.4,69.0,Very Good,Very Good,Medium to Thick,,6.0,5.36,3.77,4160,GIA,
Marquise,,E,VVS2,1.01,1.86,62.9,64.0,Very Good,Excellent,Thin to Thick,,9.97,5.36,3.37,6490,GIA,
Pear,,D,VS2,1.01,1.51,62.9,61.0,Excellent,Excellent,Slightly Thick to Thick,,8.46,5.62,3.53,4890,GIA,
Princess,Ideal,G,VS2,1.0,1.0,72.2,74.0,Very Good,Very Good,Medium to Slightly Thick,,5.53,5.53,3.99,3360,GIA,
Oval,,G,VS2,1.0,1.35,63.2,61.0,Excellent,Very Good,Medium to Thick,,7.66,5.68,3.59,4260,GIA,
Cushion,Ideal,D,VVS2,1.54,1.01,66.8,64.5,Excellent,Excellent,Slightly Thick to Thick,Pointed,6.75,6.68,4.46,6990,IGI Lab-Grown,
Marquise,,F,VVS1,1.05,1.86,63.5,60.0,Excellent,Excellent,Slightly Thick to Very Thick,,9.91,5.34,3.39,6800,GIA,Medium
Princess,Ideal,E,VS1,1.04,1.01,74.3,71.0,Excellent,Excellent,Medium,Pointed,5.46,5.38,4.0,1040,IGI Lab-Grown,
Oval,,D,VS2,1.0,1.4,63.1,59.0,Excellent,Very Good,Thick to Very Thick,,7.78,5.54,3.5,4640,GIA,Faint
Round,Excellent,H,VS2,1.0,1.01,61.9,58.0,Excellent,Excellent,Medium to Slightly Thick,,6.39,6.43,3.96,4110,GIA,
Oval,,E,VS1,1.05,1.41,60.2,59.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,8.2,5.81,3.5,1030,IGI Lab-Grown,
Pear,,F,VS1,1.0,1.65,67.0,60.0,Very Good,Very Good,Thick to Very Thick,,8.77,5.3,3.55,3970,GIA,Faint
Oval,,E,VS1,1.05,1.46,62.9,61.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,8.27,5.66,3.56,1030,IGI Lab-Grown,
Pear,,E,VS1,1.04,1.6,62.8,57.0,Excellent,Excellent,Medium to Thick,Pointed,9.06,5.67,3.56,1050,IGI Lab-Grown,
Heart,,E,VS2,1.07,1.13,58.0,63.0,Excellent,Excellent,Slightly Thick to Thick,,6.3,7.15,4.15,3490,GIA,Faint
Square Radiant,,F,VVS2,1.05,1.03,66.6,63.0,Excellent,Very Good,Slightly Thick to Thick,,5.7,5.51,3.67,4570,GIA,
Pear,,E,VS1,1.02,1.62,63.8,57.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,8.96,5.53,3.53,1030,IGI Lab-Grown,
Princess,Ideal,F,VS1,1.09,1.01,71.1,67.0,Excellent,Excellent,Medium,Pointed,5.64,5.58,3.97,1070,IGI Lab-Grown,
Cushion Modified,Ideal,D,VVS2,1.09,1.01,64.3,62.0,Excellent,Excellent,Medium to Thick,Pointed,6.05,5.99,3.85,1820,IGI Lab-Grown,
Princess,Very Good,E,VVS2,1.01,1.03,70.1,77.0,Excellent,Very Good,Medium to Slightly Thick,,5.77,5.59,3.92,3980,GIA,
Radiant,,D,VVS2,1.05,1.15,70.0,69.0,Excellent,Very Good,Slightly Thick to Thick,,6.07,5.29,3.7,4670,GIA,Strong
Princess,Ideal,G,VS2,1.01,1.0,74.0,72.0,Very Good,Very Good,Thick to Very Thick,,5.34,5.32,3.94,3550,GIA,
Pear,,E,VS2,1.03,1.57,62.8,60.0,Excellent,Excellent,Slightly Thick to Thick,,8.97,5.72,3.59,4460,GIA,
Emerald,,H,VS2,1.0,1.3,72.4,68.0,Excellent,Excellent,Thick,,6.18,4.76,3.44,2300,GIA,
Marquise,,D,VS2,1.0,1.8,64.4,59.0,Excellent,Excellent,Thick to Very Thick,,9.45,5.26,3.39,5640,GIA,
Heart,,F,VS1,1.0,1.18,59.9,58.0,Excellent,Excellent,Slightly Thick to Very Thick,,5.94,7.01,4.2,3780,GIA,Strong
Oval,,F,VS1,1.07,1.48,61.9,57.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,8.46,5.72,3.54,1060,IGI Lab-Grown,
Marquise,,D,VVS1,1.01,1.98,61.9,58.0,Excellent,Excellent,Slightly Thick to Thick,,10.39,5.24,3.25,7530,GIA,
Emerald,,D,VS2,1.0,1.37,66.5,66.0,Very Good,Good,Slightly Thick to Very Thick,,6.59,4.81,3.2,2720,GIA,Medium
Oval,,E,VS1,1.06,1.45,63.5,59.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,8.31,5.72,3.63,1030,IGI Lab-Grown,
Radiant,,E,VS2,1.01,1.28,68.6,66.0,Excellent,Excellent,Thick to Very Thick,,6.36,4.97,3.41,4050,GIA,
Heart,,G,VVS1,1.0,1.21,62.0,56.0,Excellent,Very Good,Medium to Thick,,5.71,6.9,4.28,6070,GIA,
Princess,Ideal,G,VVS1,1.01,1.01,74.3,72.0,Excellent,Very Good,Thick to Very Thick,,5.38,5.32,3.96,3150,GIA,
Oval,,H,VVS1,1.0,1.67,55.0,64.0,Excellent,Very Good,Medium to Very Thick,,9.06,5.42,2.98,4290,GIA,
Princess,Ideal,F,VVS2,1.01,1.02,69.7,67.0,Excellent,Excellent,Medium,Pointed,5.63,5.51,3.84,1130,IGI Lab-Grown,
Princess,Ideal,G,VS1,1.02,1.02,69.3,70.0,Excellent,Very Good,Medium to Slightly Thick,,5.75,5.64,3.91,3240,GIA,
Radiant,,G,VS2,1.01,1.33,66.7,67.0,Excellent,Excellent,Thick to Very Thick,,6.83,5.12,3.41,3860,GIA,
Princess,Ideal,H,VS2,1.0,1.0,74.6,73.0,Excellent,Very Good,Thick to Very Thick,,5.32,5.32,3.97,3290,GIA,Medium
Round,Excellent,H,VS2,1.03,1.01,62.2,58.0,Excellent,Excellent,Medium to Slightly Thick,,6.4,6.45,4.0,4130,GIA,
Marquise,,D,VVS2,1.08,2.06,63.2,59.0,Excellent,Excellent,Medium,Pointed,10.91,5.3,3.35,1390,IGI Lab-Grown,
Round,Very Good,H,VS1,1.0,1.01,64.3,58.0,Excellent,Very Good,Slightly Thick to Thick,,6.19,6.25,4.0,3480,GIA,
Pear,,G,VS2,1.0,1.54,63.0,62.0,Excellent,Excellent,Slightly Thick to Thick,Very Small,8.56,5.56,3.5,4370,GIA,
Radiant,,F,VS1,1.27,1.49,66.4,63.0,Excellent,Excellent,Thin to Medium,Pointed,7.96,5.36,3.56,1290,IGI Lab-Grown,
Heart,,H,VS1,1.01,1.18,59.6,60.0,Excellent,Excellent,Slightly Thick to Very Thick,,5.97,7.05,4.2,2940,GIA,Faint
Round,Ideal,D,VS1,1.58,1.0,60.8,57.0,Excellent,Excellent,Thin to Medium,Pointed,7.52,7.54,4.58,1850,IGI Lab-Grown,
Pear,,E,VS1,1.0,1.59,62.3,63.0,Excellent,Very Good,Thick to Very Thick,,8.71,5.49,3.42,4840,GIA,
Round,Very Good,H,VS1,1.0,1.01,64.9,56.0,Excellent,Very Good,Slightly Thick to Thick,,6.17,6.23,4.02,3140,GIA,Medium
Oval,,E,VS1,1.06,1.48,63.3,58.0,Excellent,Excellent,Medium to Slightly Thick,Pointed,8.41,5.7,3.61,1030,IGI Lab-Grown,
Princess,Ideal,H,VVS1,1.0,1.01,72.3,69.0,Excellent,Excellent,Slightly Thick to Thick,,5.47,5.42,3.92,3290,GIA,
Cushion Modified,Ideal,E,VVS1,2.73,1.04,71.5,60.0,Excellent,Excellent,Slightly Thick,Pointed,8.04,7.75,5.54,5140,IGI Lab-Grown,
Cushion Modified,Ideal,H,VVS1,1.01,1.05,68.5,64.0,Excellent,Excellent,Medium to Very Thick,,5.72,5.47,3.75,2340,GIA,
